city,zip,airbnb_count,avg_airbnb_price,entire_home_ratio,avg_review_score,avg_accommodates
Los Angeles,91362,3,405.0,1.0,5.0,6.0
Los Angeles,91364,215,334.15813953488373,0.7767441860465116,4.823513513513514,4.72093023255814
Los Angeles,91367,255,282.26666666666665,0.8823529411764706,4.850294117647058,5.349019607843137
Los Angeles,91381,31,361.4193548387097,0.6774193548387096,4.64,6.225806451612903
Los Angeles,91384,28,231.5,0.6071428571428571,4.8536363636363635,5.607142857142857
Los Angeles,91387,72,214.09722222222223,0.7083333333333334,4.759285714285714,4.833333333333333
Los Angeles,91390,40,263.225,0.775,4.881818181818182,5.55
Los Angeles,91401,168,308.4702380952381,0.8928571428571429,4.853739130434782,5.940476190476191
Los Angeles,91402,47,126.2127659574468,0.6808510638297872,4.785217391304348,4.170212765957447
Los Angeles,91403,151,412.58940397350995,0.847682119205298,4.8531249999999995,5.5364238410596025
Los Angeles,91405,58,120.94827586206897,0.5689655172413793,4.822,3.0517241379310347
Los Angeles,91406,144,173.26388888888889,0.8194444444444444,4.809130434782609,4.5
Los Angeles,91411,80,171.3625,0.8875,4.8621875,3.7875
Los Angeles,91423,166,328.9698795180723,0.8313253012048193,4.86042735042735,5.403614457831325
Los Angeles,91436,71,596.2676056338029,0.704225352112676,4.877435897435897,6.098591549295775
Los Angeles,91501,54,487.3333333333333,0.8148148148148148,4.832619047619048,3.5185185185185186
Los Angeles,91502,24,195.0,0.75,4.911764705882353,3.375
Los Angeles,91504,56,416.9107142857143,0.8035714285714286,4.883555555555556,3.982142857142857
Los Angeles,91505,264,195.86363636363637,0.8712121212121212,4.7840444444444445,4.087121212121212
Los Angeles,91506,109,170.44036697247705,0.7981651376146789,4.821485148514851,3.522935779816514
Los Angeles,91601,252,180.9126984126984,0.7698412698412699,4.8685380116959065,4.095238095238095
Los Angeles,91602,137,284.7956204379562,0.8102189781021898,4.866603773584906,4.583941605839416
Los Angeles,91604,187,402.5668449197861,0.893048128342246,4.854586466165413,5.053475935828877
Los Angeles,91605,82,200.9268292682927,0.7560975609756098,4.839830508474576,4.7073170731707314
Los Angeles,91606,168,195.02380952380952,0.7380952380952381,4.7725984251968505,4.517857142857143
Los Angeles,91607,167,277.3053892215569,0.8622754491017964,4.834434782608696,5.023952095808383
Los Angeles,91608,47,334.6808510638298,0.9574468085106383,4.7675,6.425531914893617
Los Angeles,91702,100,131.97,0.73,4.789642857142857,4.25
Los Angeles,91706,139,107.35251798561151,0.7338129496402878,4.763828125,3.6906474820143886
Los Angeles,91711,69,199.56521739130434,0.7681159420289855,4.884590163934426,4.173913043478261
Los Angeles,91722,43,111.46511627906976,0.5581395348837209,4.779999999999999,3.744186046511628
Los Angeles,91723,21,113.61904761904762,0.47619047619047616,4.859473684210526,4.0
Los Angeles,91724,43,169.90697674418604,0.6744186046511628,4.857692307692307,4.5813953488372094
Los Angeles,91731,83,108.74698795180723,0.6626506024096386,4.830285714285714,3.7710843373493974
Los Angeles,91732,160,117.1,0.63125,4.752027027027027,3.53125
Los Angeles,91733,76,113.30263157894737,0.7236842105263158,4.724264705882353,4.328947368421052
Los Angeles,91740,39,185.3846153846154,0.7435897435897436,4.767272727272727,5.6923076923076925
Los Angeles,91741,76,175.64473684210526,0.7368421052631579,4.810153846153846,5.2368421052631575
Los Angeles,91744,103,115.00970873786407,0.7475728155339806,4.704835164835164,4.058252427184466
Los Angeles,91745,259,143.14285714285714,0.4594594594594595,4.732054794520548,4.277992277992278
Los Angeles,91746,31,116.58064516129032,0.6774193548387096,4.788620689655173,4.064516129032258
Los Angeles,91748,403,110.86848635235732,0.3970223325062035,4.676949152542373,4.069478908188586
Los Angeles,91750,39,113.6923076923077,0.5128205128205128,4.884857142857143,3.0
Los Angeles,91754,171,162.35087719298247,0.6257309941520468,4.727229729729729,5.16374269005848
Los Angeles,91755,112,169.84821428571428,0.5803571428571429,4.759894736842106,5.107142857142857
Los Angeles,91759,1,454.0,1.0,4.97,6.0
Los Angeles,91763,1,213.0,1.0,4.79,6.0
Los Angeles,91765,54,272.81481481481484,0.7592592592592593,4.822258064516129,5.925925925925926
Los Angeles,91766,73,111.6027397260274,0.547945205479452,4.750350877192982,3.3835616438356166
Los Angeles,91767,43,120.30232558139535,0.6511627906976745,4.796111111111111,4.348837209302325
Los Angeles,91768,22,152.5,0.6363636363636364,4.8775,5.045454545454546
Los Angeles,91770,169,109.37869822485207,0.6272189349112426,4.7188513513513515,3.798816568047337
Los Angeles,91773,44,150.79545454545453,0.5,4.835833333333333,3.477272727272727
Los Angeles,91775,130,142.3153846153846,0.6153846153846154,4.697981651376147,4.269230769230769
Los Angeles,91776,212,151.1179245283019,0.5613207547169812,4.752154696132597,4.514150943396227
Los Angeles,91780,130,156.56153846153848,0.6923076923076923,4.718910891089109,4.476923076923077
Los Angeles,91789,113,167.68141592920355,0.6106194690265486,4.740337078651685,5.097345132743363
Los Angeles,91790,62,132.59677419354838,0.6290322580645161,4.782037037037037,4.758064516129032
Los Angeles,91791,87,171.2528735632184,0.5172413793103449,4.758529411764705,4.666666666666667
Los Angeles,91792,56,166.66071428571428,0.7678571428571429,4.73686274509804,5.160714285714286
Los Angeles,91801,376,147.6090425531915,0.7367021276595744,4.740959752321981,4.449468085106383
