city,zip,airbnb_count,avg_airbnb_price,entire_home_ratio,avg_review_score,avg_accommodates,avg_rent_2024,avg_rent_2025,rent_growth,median_income,population
Los Angeles,91789,113,167.6814159,0.610619469,4.740337079,5.097345133,3398.70843,3570.937175,0.05067476327,,
Los Angeles,91790,62,132.5967742,0.6290322581,4.782037037,4.758064516,2656.387128,2728.363056,0.02709542151,,
Los Angeles,91791,87,171.2528736,0.5172413793,4.758529412,4.666666667,2684.09165,2792.337465,0.04032865824,,
Los Angeles,91792,56,166.6607143,0.7678571429,4.736862745,5.160714286,2373.221504,2427.181595,0.02273706499,,
Los Angeles,91801,376,147.6090426,0.7367021277,4.740959752,4.449468085,2360.993298,2446.243214,0.03610764869,,
Los Angeles,91803,235,152.9531915,0.6468085106,4.801601942,4.578723404,2230.925111,2339.586287,0.048706779,,
Los Angeles,93534,65,107.0153846,0.7692307692,4.699148936,4.061538462,1986.43507,2010.178605,0.01195283715,,
Los Angeles,93535,104,108.3942308,0.4519230769,4.771860465,3.653846154,2570.861305,2592.828235,0.008544580219,,
Los Angeles,93536,236,111.720339,0.5042372881,4.859947917,3.923728814,2696.080315,2701.612023,0.002051759178,,
Los Angeles,93550,68,178.4558824,0.5441176471,4.666590909,3.941176471,2284.046351,2332.450808,0.02119241456,,
Los Angeles,93551,178,143.5898876,0.6123595506,4.825035971,4.460674157,3004.917456,3040.253909,0.01175954208,,
San Diego,91902,4,377.75,0.75,4.953333333,7.75,,3098.681994,,,
San Diego,91910,132,203.4924242,0.7878787879,4.851794872,5.46969697,2489.593753,2539.769066,0.02015401648,,
San Diego,91911,70,167.4714286,0.7285714286,4.87442623,5.471428571,2798.330581,2892.065852,0.03349685398,,
San Diego,91913,39,156.7179487,0.4358974359,4.883571429,3.615384615,3064.142607,3124.421991,0.01967251237,,
San Diego,91914,10,337.8,0.9,4.925,5.4,,3787.561968,,,
San Diego,91915,26,189.7307692,0.6153846154,4.837,4.653846154,3070.818181,3147.926075,0.02510988573,,
San Diego,91977,1,276,1,4.73,16,2205.165726,2280.77987,0.03428955173,,
San Diego,92014,64,387.296875,0.890625,4.901578947,5.5625,4851.939801,5251.787572,0.08240987882,203520,12532
San Diego,92025,3,61.33333333,0,4.886666667,4.333333333,2413.771633,2445.251738,0.01304187404,,
San Diego,92037,881,1607.746879,0.8910329171,4.844187583,5.909194098,3585.936657,3697.459794,0.03110014139,136601,37665
San Diego,92071,1,810,1,,10,2616.244568,2635.315529,0.00728944138,,
San Diego,92075,2,663.5,1,4.965,9,3463.57208,3656.121149,0.05559262647,,
San Diego,92101,1632,925.3425245,0.8302696078,4.732821577,4.031862745,2848.645916,2874.96195,0.009238085362,86403,46025
San Diego,92102,495,216.3272727,0.9131313131,4.803886364,5.428282828,2432.016295,2478.49331,0.01911048683,68900,40051
San Diego,92103,617,218.5332253,0.9059967585,4.858128544,4.649918963,2676.743481,2726.872312,0.01872754393,94210,34296
San Diego,92104,538,161.669145,0.93866171,4.868240343,4.022304833,2421.123289,2451.187651,0.01241752653,86291,46613
San Diego,92105,211,136.1706161,0.8957345972,4.827456647,4.601895735,2019.77249,2046.856551,0.01340946122,58924,72688
San Diego,92106,198,284.2727273,0.8585858586,4.849122807,5.358585859,2856.153298,2897.42737,0.01445093039,119782,20483
San Diego,92107,793,237.0655738,0.9369482976,4.840682731,5.003783102,2612.655858,2678.993062,0.02539071649,101042,29435
San Diego,92108,146,830.1575342,0.6712328767,4.708630137,3.356164384,3041.75078,3068.705865,0.008861700821,97705,24201
San Diego,92109,2501,686.4386246,0.9488204718,4.818685841,6.214714114,2952.763538,3031.814434,0.02677183445,106399,44009
San Diego,92110,322,246.7826087,0.8695652174,4.836277372,5.341614907,2814.095205,2885.928292,0.02552617531,95408,30773
San Diego,92111,194,181.0670103,0.7164948454,4.850063291,5.12371134,2757.580671,2844.853611,0.03164837251,94540,47710
San Diego,92113,161,163.7391304,0.8447204969,4.778881579,4.968944099,2222.000101,2250.567861,0.01285677729,56427,50983
San Diego,92114,135,168.7777778,0.7333333333,4.832372881,5.548148148,2564.679128,2663.370905,0.03848113992,84966,66487
San Diego,92115,221,159.1266968,0.7828054299,4.855638298,4.583710407,3320.119411,3407.515164,0.0263230752,68420,61456
San Diego,92116,315,162.6984127,0.9301587302,4.879607143,4.041269841,2411.982399,2465.707634,0.02227430616,93661,31836
San Diego,92117,409,202.4229829,0.760391198,4.857945205,4.987775061,2702.599737,2762.054502,0.0219991012,101445,54499
San Diego,92119,51,216.2352941,0.8431372549,4.901463415,5.980392157,2467.175066,2528.863976,0.02500386389,105849,24419
San Diego,92120,117,237.957265,0.7606837607,4.873980583,5.974358974,2646.37757,2733.773049,0.03302456937,111909,30241
San Diego,92121,15,3569.333333,0.7333333333,4.938571429,4.866666667,,,,125000,4150
San Diego,92122,116,193.1206897,0.775862069,4.850980392,4.5,3108.863825,3133.66572,0.007977800516,98330,45988
San Diego,92123,149,187.3959732,0.7583892617,4.66375,4.765100671,2964.329387,2995.622376,0.01055651533,111282,32951
San Diego,92124,22,204.6818182,0.6363636364,4.678823529,5.409090909,2879.762506,2928.740212,0.01700755015,105885,31121
San Diego,92126,188,154.9148936,0.5319148936,4.878647059,4.867021277,2724.836969,2745.274607,0.007500499614,116013,78111
San Diego,92127,27,247.1481481,0.7407407407,4.750454545,5.074074074,3301.188204,3383.442283,0.02491650711,166804,51107
San Diego,92128,58,8134.603448,0.6896551724,4.918648649,4.74137931,2859.459017,2910.612946,0.01788937309,125609,49273
San Diego,92129,102,197.1078431,0.6470588235,4.792133333,4.735294118,3269.971547,3289.902383,0.00609510999,146754,52495
San Diego,92130,127,354.9685039,0.7322834646,4.864361702,4.57480315,3876.591711,3943.098058,0.01715588105,186000,57363
San Diego,92131,35,187.5142857,0.5714285714,4.867307692,4.314285714,3367.817729,3423.915963,0.01665714659,169448,35227
San Diego,92139,57,175.8596491,0.6842105263,4.846304348,5.947368421,3357.452079,3470.60851,0.03370306679,87463,34930
San Diego,92154,78,193.5,0.6666666667,4.8625,5.525641026,2725.075234,2798.845444,0.02707088945,83287,83758
San Diego,92173,10,149.6,0.5,4.768888889,4,,2551.766944,,58209,28609
San Francisco,94102,435,1187.241379,0.6551724138,4.72103125,2.811494253,2751.351295,2953.283861,0.07339395993,62388,34077
San Francisco,94103,316,229.4462025,0.4936708861,4.790714286,2.696202532,3194.062392,3447.507152,0.07934871918,111028,32400
San Francisco,94105,124,318.2983871,0.8951612903,4.800277778,2.741935484,3799.876931,4156.706884,0.09390566051,250001,13722
San Francisco,94107,259,264.2200772,0.7760617761,4.845606061,2.953667954,3375.078513,3756.61716,0.1130458583,176788,30340
San Francisco,94108,243,206.7078189,0.6502057613,4.725348837,2.650205761,2670.967174,2871.670724,0.07514264945,68768,12070
San Francisco,94109,690,568.873913,0.468115942,4.694931818,2.989855072,2568.888288,2779.580814,0.08201700609,108691,56333
San Francisco,94110,494,207.5809717,0.7186234818,4.854305239,3.431174089,3519.872288,3790.276726,0.07682223006,152115,69679
San Francisco,94112,277,129.1480144,0.5631768953,4.81916318,3.209386282,3145.02707,3289.719038,0.04600658912,120731,80880
San Francisco,94114,340,308.0205882,0.7882352941,4.856435644,3.391176471,3597.04626,3878.148103,0.07814796433,184671,33858
San Francisco,94115,199,383.4472362,0.6984924623,4.809230769,3.246231156,3093.640131,3371.993343,0.08997595086,149927,33299
San Francisco,94116,192,166.921875,0.6666666667,4.854067797,3.8125,2819.804639,3068.578497,0.08822379189,145931,43903
San Francisco,94117,338,260.7573964,0.6686390533,4.846082474,3.692307692,3236.467277,3507.355439,0.08369871817,190444,39496
San Francisco,94118,193,374.8860104,0.7150259067,4.818735632,3.689119171,3043.593822,3421.25037,0.1240824401,157143,40108
San Francisco,94121,178,198.011236,0.7078651685,4.795121951,3.629213483,2977.768243,3170.839407,0.06483753871,132519,43304
San Francisco,94122,289,184.0069204,0.6678200692,4.842014925,3.297577855,2986.046851,3202.693652,0.07255304825,141760,59453
San Francisco,94123,224,811.5044643,0.5982142857,4.820928962,3.339285714,3512.677679,3892.966558,0.1082618202,211854,24721
San Francisco,94127,86,173.3953488,0.6627906977,4.846707317,3.23255814,,3904.286718,,200082,21184
San Francisco,94131,160,279.39375,0.86875,4.892727273,4.05,3438.651195,3739.567319,0.08750992944,196571,28705
San Francisco,94132,81,113.6666667,0.4074074074,4.742957746,2.790123457,,3893.092348,,104537,27641
San Francisco,94133,276,395.5108696,0.6811594203,4.783979058,3.836956522,3293.243135,3592.927776,0.09099985266,77652,25460
San Francisco,94134,135,117.5407407,0.4962962963,4.79408,3.244444444,,,,104247,40738
San Francisco,94158,39,412.0769231,0.9743589744,4.9136,2.564102564,3935.420757,4356.930153,0.1071065643,180208,10205
